datetime "Pyranometer Upper Irradiance [W/m$^2$]" "Pyranometer Lower Irradiance [W/m$^2$]" "Pyrgeometer Upper Irradiance [W/m$^2$]" "Pyrgeometer Lower Irradiance [W/m$^2$]" "Albedo [-]" "Net Solar radiation [W/m$^2$]" "Net (total) radiation [W/m$^2$]" "Net Far Infrared radiation [W/m$^2$]" "Sky temperature [°C]" "Radiometer Ground temperature [°C]"
"2018-11-14 17:08:00" 4.1 -3.2 365.0 381.0 -inf 7.3 -8.7 -16.0 10.1 13.2
"2018-11-14 17:09:00" 2.3 -2.3 365.1 381.8 0.2 4.6 -12.1 -16.7 10.1 13.3
"2018-11-14 17:10:00" 2.7 -3.3 365.8 379.7 -1.3 6.0 -7.8 -13.8 10.3 12.9
"2018-11-14 17:11:00" 4.1 -2.3 365.9 382.9 -inf 6.4 -10.6 -17.0 10.3 13.5
"2018-11-14 17:12:00" 0.8 -0.5 366.9 382.7 -inf 1.3 -14.5 -15.8 10.5 13.5
"2018-11-14 17:13:00" 3.6 -2.7 367.0 382.3 -0.8 6.3 -9.0 -15.3 10.5 13.4
"2018-11-14 17:14:00" 3.1 0.2 368.0 379.9 -1.5 2.9 -9.0 -11.9 10.7 13.0
"2018-11-14 17:15:00" 2.7 0.4 368.8 378.5 -0.5 2.3 -7.4 -9.7 10.8 12.7
"2018-11-14 17:16:00" 2.3 -0.1 369.3 379.8 -0.4 2.4 -8.0 -10.5 10.9 12.9
"2018-11-14 17:17:00" 3.4 1.5 367.1 380.2 inf 2.0 -11.2 -13.2 10.5 13.0
"2018-11-14 17:18:00" 4.9 -1.5 364.2 381.7 -inf 6.4 -11.0 -17.4 10.0 13.3
"2018-11-14 17:19:00" -1.0 0.1 366.9 381.2 1.0 -1.2 -15.5 -14.4 10.5 13.2
"2018-11-14 17:20:00" 4.1 -0.3 364.4 382.5 -0.5 4.4 -13.6 -18.1 10.0 13.4
"2018-11-14 17:21:00" 1.4 -0.2 366.8 381.2 -inf 1.5 -12.9 -14.4 10.5 13.2
"2018-11-14 17:22:00" 4.0 0.3 366.0 381.6 0.2 3.7 -11.9 -15.5 10.3 13.3
"2018-11-14 17:23:00" 2.1 -0.7 366.6 378.9 0.3 2.8 -9.5 -12.3 10.4 12.8
"2018-11-14 17:24:00" 3.3 -1.1 372.1 379.2 -0.1 4.5 -2.6 -7.0 11.5 12.8
"2018-11-14 17:25:00" 4.3 -0.4 369.4 381.1 -0.7 4.7 -7.0 -11.6 11.0 13.2
"2018-11-14 17:26:00" 2.7 -1.8 365.6 379.3 0.6 4.5 -9.2 -13.7 10.2 12.8
"2018-11-14 17:27:00" 3.5 -1.5 368.8 380.4 -0.1 5.0 -6.5 -11.5 10.8 13.0
"2018-11-14 17:28:00" 2.9 -1.5 365.8 379.1 -0.6 4.4 -8.9 -13.3 10.3 12.8
"2018-11-14 17:29:00" 5.5 -1.7 366.8 380.2 -0.1 7.3 -6.1 -13.4 10.4 13.0
"2018-11-14 17:30:00" 3.3 -2.0 370.9 379.7 inf 5.3 -3.4 -8.7 11.2 12.9
"2018-11-14 17:31:00" 3.5 -2.9 367.9 380.2 0.3 6.3 -6.0 -12.3 10.7 13.0
"2018-11-14 17:32:00" 3.7 -0.7 369.1 380.2 inf 4.4 -6.7 -11.2 10.9 13.0
"2018-11-14 17:33:00" 3.1 -0.8 371.1 380.3 -0.7 4.0 -5.3 -9.2 11.3 13.0
"2018-11-14 17:34:00" -0.1 1.0 368.4 379.4  -1.1 -12.1 -11.0 10.8 12.9
"2018-11-14 17:35:00" 1.0 -2.4 369.8 377.5 0.9 3.4 -4.3 -7.7 11.0 12.5
"2018-11-14 17:36:00" 3.6 -0.6 372.0 377.4 0.3 4.3 -1.2 -5.4 11.4 12.5
"2018-11-14 17:37:00" 4.0 -2.5 370.6 380.3 0.0 6.5 -3.3 -9.8 11.2 13.0
"2018-11-14 17:38:00" 5.1 -1.0 368.4 378.8 0.0 6.2 -4.2 -10.4 10.8 12.7
"2018-11-14 17:39:00" 3.0 0.5 371.1 380.2 -inf 2.5 -6.7 -9.2 11.3 13.0
"2018-11-14 17:40:00" 4.1 -1.5 368.8 379.0 -inf 5.6 -4.6 -10.2 10.8 12.8
"2018-11-14 17:41:00" 5.2 0.0 371.7 380.4 -0.1 5.1 -3.6 -8.7 11.4 13.0
"2018-11-14 17:42:00" 3.8 -1.0 371.8 379.0 -0.4 4.8 -2.4 -7.2 11.4 12.8
"2018-11-14 17:43:00" 0.3 -0.9 370.8 380.6  1.2 -8.5 -9.7 11.2 13.1
"2018-11-14 17:44:00" 5.1 -4.5 372.0 381.4 -1.6 9.6 0.2 -9.4 11.4 13.2
"2018-11-14 17:45:00" 4.4 0.3 370.2 378.3 0.5 4.1 -3.9 -8.0 11.1 12.6
"2018-11-14 17:46:00" 3.5 -2.2 376.0 378.8 -inf 5.7 2.8 -2.8 12.2 12.7
"2018-11-14 17:47:00" 1.8 -3.1 370.8 378.6 0.1 4.9 -2.8 -7.7 11.2 12.7
"2018-11-14 17:48:00" 2.5 -1.2 370.6 379.6 0.3 3.8 -5.2 -9.0 11.2 12.9
"2018-11-14 17:49:00" 4.1 -2.6 368.5 378.9 0.2 6.8 -3.6 -10.4 10.8 12.8
"2018-11-14 17:50:00" 2.4 0.9 370.9 377.6 0.0 1.5 -5.3 -6.7 11.2 12.5
"2018-11-14 17:51:00" 1.8 -1.6 369.5 378.9 -inf 3.4 -6.0 -9.4 11.0 12.8
"2018-11-14 17:52:00" 5.1 -0.4 370.2 379.5 0.5 5.5 -3.9 -9.3 11.1 12.9
"2018-11-14 17:53:00" 1.0 -0.7 369.5 378.6 -0.5 1.7 -7.4 -9.2 11.0 12.7
"2018-11-14 17:54:00" 1.6 0.6 371.3 378.3 0.5 1.0 -6.0 -7.0 11.3 12.7
"2018-11-14 17:55:00" 2.3 -1.6 373.7 379.6 -0.1 4.0 -2.0 -5.9 11.8 12.9
"2018-11-14 17:56:00" 3.3 -0.5 370.3 377.8 inf 3.8 -3.6 -7.5 11.1 12.5
"2018-11-14 17:57:00" 4.8 -1.8 370.2 377.3 -inf 6.6 -0.5 -7.1 11.1 12.5
"2018-11-14 17:58:00" 2.8 -2.2 369.6 378.0 -inf 5.0 -3.4 -8.4 11.0 12.6
"2018-11-14 17:59:00" 3.4 -1.5 370.9 377.4 -inf 4.8 -1.6 -6.5 11.2 12.5
"2018-11-14 18:00:00" 2.9 -3.1 373.1 379.2 1.5 6.1 -0.0 -6.1 11.7 12.8
"2018-11-14 18:01:00" 3.1 -1.7 370.6 379.0 inf 4.7 -3.6 -8.4 11.2 12.8
"2018-11-14 18:02:00" 3.1 0.6 372.5 378.7  2.4 -3.7 -6.2 11.5 12.7
"2018-11-14 18:03:00" 1.1 -2.7 370.0 378.8 -inf 3.8 -5.0 -8.8 11.1 12.7
"2018-11-14 18:04:00" 4.6 -1.0 371.0 378.4 inf 5.6 -1.9 -7.5 11.2 12.7
"2018-11-14 18:05:00" 4.2 -0.7 370.6 378.0 -0.8 4.9 -2.5 -7.4 11.2 12.6
"2018-11-14 18:06:00" 4.2 -2.9 369.3 378.8 -inf 7.0 -2.4 -9.4 10.9 12.7
"2018-11-14 18:07:00" 0.8 -1.4 371.1 377.8 -inf 2.2 -4.5 -6.7 11.3 12.6
"2018-11-14 18:08:00" 2.0 0.6 372.0 378.9 0.3 1.3 -5.6 -6.9 11.4 12.8
"2018-11-14 18:09:00" 4.1 -1.2 369.7 377.6 inf 5.3 -2.6 -7.9 11.0 12.5
"2018-11-14 18:10:00" 1.4 0.8 369.4 376.3 -inf 0.6 -6.3 -6.9 11.0 12.3
"2018-11-14 18:11:00" 4.0 -1.5 371.0 376.6 -0.4 5.4 -0.2 -5.7 11.2 12.3
"2018-11-14 18:12:00" 3.8 -0.4 369.9 377.0 0.1 4.2 -2.9 -7.1 11.0 12.4
"2018-11-14 18:13:00" 3.8 0.1 370.4 378.5 0.3 3.7 -4.5 -8.1 11.1 12.7
"2018-11-14 18:14:00" 5.0 -0.7 369.6 377.1 -0.4 5.7 -1.9 -7.5 11.0 12.4
"2018-11-14 18:15:00" 3.4 -0.8 369.8 375.7  4.2 -1.7 -5.9 11.0 12.2
"2018-11-14 18:16:00" 1.3 -1.6 371.0 376.3  2.9 -2.4 -5.3 11.3 12.3
"2018-11-14 18:17:00" 3.5 -0.6 368.6 378.1 inf 4.2 -5.4 -9.5 10.8 12.6
"2018-11-14 18:18:00" 0.3 -1.7 369.8 379.0 -inf 2.0 -7.3 -9.2 11.0 12.8
"2018-11-14 18:19:00" 1.8 -1.4 371.3 374.9 -inf 3.2 -0.5 -3.7 11.3 12.0
"2018-11-14 18:20:00" -0.2 -1.7 370.0 376.4 -inf 1.5 -4.9 -6.4 11.1 12.3
"2018-11-14 18:21:00" 3.9 -3.2 369.7 378.4 -inf 7.2 -1.4 -8.6 11.0 12.7
"2018-11-14 18:22:00" 5.1 -2.6 372.5 376.3 -1.0 7.6 3.8 -3.8 11.5 12.3
"2018-11-14 18:23:00" 2.4 -1.2 370.5 376.8 -1.3 3.6 -2.7 -6.3 11.2 12.4
"2018-11-14 18:24:00" 2.3 -2.5 369.3 376.0 -inf 4.7 -2.0 -6.7 10.9 12.2
"2018-11-14 18:25:00" 1.8 -3.5 369.8 376.0 -0.6 5.3 -0.9 -6.2 11.0 12.2
"2018-11-14 18:26:00" 3.4 -3.0 371.9 378.8 0.2 6.3 -0.6 -6.9 11.4 12.7
"2018-11-14 18:27:00" 4.4 -0.8 368.9 376.5 -0.8 5.2 -2.5 -7.7 10.8 12.3
"2018-11-14 18:28:00" 1.5 -1.5 369.5 377.5 inf 2.9 -5.1 -8.0 11.0 12.5
"2018-11-14 18:29:00" 1.9 -0.5 369.5 379.1 0.1 2.4 -7.2 -9.6 11.0 12.8
"2018-11-14 18:30:00" 2.4 -2.9 367.5 378.8 -1.0 5.4 -5.9 -11.3 10.6 12.7
"2018-11-14 18:31:00" 4.3 -2.1 368.8 377.3 -0.7 6.5 -2.1 -8.6 10.8 12.5
"2018-11-14 18:32:00" 3.8 -2.8 369.0 377.3 -0.6 6.5 -1.8 -8.3 10.9 12.5
"2018-11-14 18:33:00" 2.4 -2.4 369.7 378.1  4.9 -3.5 -8.4 11.0 12.6
"2018-11-14 18:34:00" 1.6 -2.4 368.5 376.4 -0.1 4.1 -3.8 -7.9 10.8 12.3
"2018-11-14 18:35:00" 0.4 -1.3 371.2 374.7 -1.8 1.7 -1.8 -3.5 11.3 12.0
"2018-11-14 18:36:00" 2.2 -2.7 370.7 374.5 -inf 4.9 1.1 -3.9 11.2 11.9
"2018-11-14 18:37:00" 1.7 -2.4 367.0 375.9 -inf 4.1 -4.8 -8.9 10.5 12.2
"2018-11-14 18:38:00" 2.8 0.9 365.9 376.8 0.4 1.9 -9.1 -11.0 10.3 12.4
"2018-11-14 18:39:00" 4.4 -1.5 369.1 378.6 -0.2 5.8 -3.8 -9.6 10.9 12.7
"2018-11-14 18:40:00" 2.7 -0.5 371.2 376.2 -0.4 3.2 -1.8 -5.0 11.3 12.2
"2018-11-14 18:41:00" 5.6 -3.2 372.0 376.2 -0.1 8.9 4.7 -4.2 11.5 12.3
"2018-11-14 18:42:00" 4.6 -1.7 370.5 378.8 -inf 6.3 -2.0 -8.3 11.2 12.7
"2018-11-14 18:43:00" 2.9 -0.1 371.2 375.3 0.2 3.0 -1.1 -4.1 11.3 12.1
"2018-11-14 18:44:00" 3.9 0.1 369.5 376.0 inf 3.8 -2.7 -6.5 11.0 12.2
"2018-11-14 18:45:00" 1.6 -1.4 371.7 376.1 -0.8 3.0 -1.4 -4.4 11.4 12.2
"2018-11-14 18:46:00" 2.2 -2.0 371.4 377.3 -inf 4.2 -1.8 -6.0 11.3 12.5
"2018-11-14 18:47:00" 3.3 -2.3 369.9 376.3 -inf 5.6 -0.8 -6.4 11.0 12.3
"2018-11-14 18:48:00" 1.9 -1.4 369.5 375.1 -1.7 3.2 -2.4 -5.7 11.0 12.0
"2018-11-14 18:49:00" 3.9 -2.0 372.4 374.6 1.4 5.9 3.7 -2.2 11.5 11.9
"2018-11-14 18:50:00" 4.9 -2.6 369.5 376.2 -inf 7.6 0.9 -6.7 11.0 12.3
"2018-11-14 18:51:00" 1.6 0.3 369.5 373.6 -0.2 1.4 -2.8 -4.2 11.0 11.8
"2018-11-14 18:52:00" 3.4 -2.3 368.7 378.0 -1.6 5.8 -3.5 -9.2 10.8 12.6
"2018-11-14 18:53:00" 2.2 -3.9 370.4 378.9 -1.8 6.1 -2.4 -8.5 11.1 12.8
"2018-11-14 18:54:00" 0.5 -2.8 369.0 376.3 -inf 3.3 -4.0 -7.3 10.9 12.3
"2018-11-14 18:55:00" 0.8 -0.6 368.3 377.2 1.6 1.3 -7.6 -8.9 10.7 12.4
"2018-11-14 18:56:00" 0.1 -1.9 367.9 377.2 -inf 2.1 -7.2 -9.3 10.7 12.4
"2018-11-14 18:57:00" 1.9 -2.2 368.6 376.0 0.6 4.1 -3.3 -7.4 10.8 12.2
"2018-11-14 18:58:00" 4.7 -0.5 369.4 377.3 -0.0 5.2 -2.6 -7.8 11.0 12.5
"2018-11-14 18:59:00" 2.1 -0.6 365.6 375.1 -inf 2.7 -6.7 -9.5 10.2 12.0
"2018-11-14 19:00:00" 0.8 -3.2 367.8 374.4 0.1 4.0 -2.6 -6.6 10.6 11.9
"2018-11-14 19:01:00" 3.9 -2.5 369.2 376.1 -0.0 6.4 -0.5 -6.9 10.9 12.2
"2018-11-14 19:02:00" 3.3 -1.8 369.4 373.6 -inf 5.1 0.9 -4.2 10.9 11.7
"2018-11-14 19:03:00" 0.9 -2.6 370.8 375.1  3.5 -0.8 -4.3 11.2 12.0
"2018-11-14 19:04:00" 0.2 -1.6 368.8 376.7 -1.1 1.8 -6.1 -7.9 10.8 12.3
"2018-11-14 19:05:00" 2.0 -3.6 369.8 375.4 -inf 5.5 -0.0 -5.6 11.0 12.1
"2018-11-14 19:06:00" 5.3 -2.0 370.6 376.7 1.2 7.3 1.1 -6.1 11.2 12.3
"2018-11-14 19:07:00" 0.1 -2.4 369.7 375.6 1.3 2.5 -3.5 -5.9 11.0 12.1
"2018-11-14 19:08:00" 3.1 -2.1 368.4 375.4 -2.0 5.2 -1.8 -7.0 10.8 12.1
"2018-11-14 19:09:00" 2.3 -0.1 367.3 376.7 -0.1 2.4 -6.9 -9.3 10.6 12.3
"2018-11-14 19:10:00" 2.2 -1.4 366.0 375.1 0.1 3.6 -5.5 -9.1 10.3 12.0
"2018-11-14 19:11:00" -0.1 -1.8 369.3 376.5 inf 1.7 -5.4 -7.1 10.9 12.3
"2018-11-14 19:12:00" 2.7 -1.3 367.9 371.8 -inf 4.0 0.1 -3.9 10.7 11.4
"2018-11-14 19:13:00" 3.5 -5.1 367.4 372.7 -inf 8.6 3.3 -5.3 10.6 11.6
"2018-11-14 19:14:00" 2.1 -1.4 369.5 376.4 inf 3.5 -3.4 -6.9 11.0 12.3
"2018-11-14 19:15:00" 1.1 -0.5 369.5 374.6 0.9 1.6 -3.5 -5.1 11.0 11.9
"2018-11-14 19:16:00" 1.6 -1.2 367.4 374.9 -inf 2.8 -4.7 -7.5 10.6 12.0
"2018-11-14 19:17:00" 4.4 -0.0 369.0 376.1 0.2 4.5 -2.6 -7.1 10.9 12.2
"2018-11-14 19:18:00" 1.7 -0.6 368.9 376.0 -0.9 2.3 -4.8 -7.2 10.9 12.2
"2018-11-14 19:19:00" 2.2 -1.4 368.6 374.2 0.0 3.6 -2.0 -5.6 10.8 11.9
"2018-11-14 19:20:00" 1.1 -2.4 366.8 374.4 0.1 3.5 -4.1 -7.6 10.5 11.9
"2018-11-14 19:21:00" 1.2 -1.4 368.8 374.2 1.0 2.5 -2.9 -5.4 10.8 11.9
"2018-11-14 19:22:00" 3.4 -3.9 369.0 374.7 -1.1 7.3 1.7 -5.7 10.9 12.0
"2018-11-14 19:23:00" -0.2 -1.6 368.4 374.7 -inf 1.5 -4.9 -6.4 10.7 12.0
"2018-11-14 19:24:00" 2.1 -1.3 370.6 376.0 inf 3.4 -2.1 -5.4 11.2 12.2
"2018-11-14 19:25:00" 3.1 -3.6 368.3 373.2 -1.1 6.7 1.7 -4.9 10.7 11.7
"2018-11-14 19:26:00" 4.3 -0.3 366.5 376.2 inf 4.6 -5.1 -9.7 10.4 12.3
"2018-11-14 19:27:00" 3.5 -2.6 370.3 373.6 -0.1 6.2 2.8 -3.4 11.1 11.8
"2018-11-14 19:28:00" 3.6 -2.5 370.5 374.4 0.4 6.1 2.2 -3.9 11.2 11.9
"2018-11-14 19:29:00" 2.6 0.2 366.8 375.0 -0.4 2.4 -5.8 -8.2 10.5 12.0
"2018-11-14 19:30:00" 5.1 -2.5 370.7 372.3 1.5 7.6 5.9 -1.7 11.2 11.5
"2018-11-14 19:31:00" 0.9 -0.6 369.7 375.6 -1.4 1.5 -4.5 -6.0 11.0 12.1
"2018-11-14 19:32:00" 5.4 -3.0 372.0 376.5 -0.3 8.4 3.8 -4.5 11.5 12.3
"2018-11-14 19:33:00" 2.6 -2.8 369.4 373.5 -inf 5.4 1.3 -4.1 10.9 11.7
"2018-11-14 19:34:00" 3.1 0.1 370.2 374.3 -0.1 3.1 -1.0 -4.0 11.1 11.9
"2018-11-14 19:35:00" 4.0 -1.0 368.8 373.2 0.2 5.0 0.5 -4.5 10.8 11.7
"2018-11-14 19:36:00" 4.8 -0.4 368.5 373.2 -1.1 5.2 0.5 -4.7 10.8 11.7
"2018-11-14 19:37:00" 2.9 -2.3 366.6 374.1 0.3 5.1 -2.4 -7.5 10.4 11.9
"2018-11-14 19:38:00" 1.7 0.7 370.0 373.8 -0.8 1.0 -2.8 -3.8 11.1 11.8
"2018-11-14 19:39:00" 3.7 -0.3 367.9 374.2 -inf 3.9 -2.4 -6.3 10.7 11.9
"2018-11-14 19:40:00" 2.4 -2.2 369.1 375.9 -inf 4.7 -2.2 -6.9 10.9 12.2
"2018-11-14 19:41:00" 1.9 -1.5 366.3 374.9 -0.0 3.5 -5.1 -8.5 10.4 12.0
"2018-11-14 19:42:00" 0.9 -0.9 367.6 374.9 0.1 1.8 -5.5 -7.3 10.6 12.0
"2018-11-14 19:43:00" 4.0 -0.3 368.5 374.7 -0.1 4.3 -1.9 -6.2 10.8 12.0
"2018-11-14 19:44:00" 2.5 -3.6 370.4 372.3 -inf 6.0 4.2 -1.8 11.2 11.5
"2018-11-14 19:45:00" 5.6 -1.5 369.0 374.6 -0.5 7.0 1.5 -5.5 10.9 11.9
"2018-11-14 19:46:00" 2.9 -2.1 369.5 374.2 -inf 5.0 0.2 -4.7 11.0 11.9
"2018-11-14 19:47:00" 1.4 -1.0 369.3 372.9 inf 2.4 -1.3 -3.7 10.9 11.6
"2018-11-14 19:48:00" 1.8 -2.1 368.2 373.2 0.8 3.9 -1.2 -5.1 10.7 11.7
"2018-11-14 19:49:00" 1.5 -1.4 368.6 372.5 0.0 2.9 -1.0 -3.9 10.8 11.5
"2018-11-14 19:50:00" 3.3 -0.0 367.8 374.9 0.6 3.3 -3.8 -7.1 10.7 12.0
"2018-11-14 19:51:00" 1.5 0.5 368.6 374.1 -1.0 1.0 -4.5 -5.5 10.8 11.8
"2018-11-14 19:52:00" 1.4 -6.3 367.6 371.7 inf 7.7 3.6 -4.1 10.6 11.4
"2018-11-14 19:53:00" 3.2 -0.4 367.8 372.4 -inf 3.6 -0.9 -4.6 10.6 11.5
"2018-11-14 19:54:00" 0.3 -2.6 367.3 373.7 -inf 3.0 -3.5 -6.4 10.5 11.8
"2018-11-14 19:55:00" 5.4 -2.4 369.7 371.6 inf 7.9 6.0 -1.9 11.0 11.4
"2018-11-14 19:56:00" 1.9 -1.5 368.8 373.5  3.4 -1.4 -4.7 10.8 11.7
"2018-11-14 19:57:00" 1.6 -1.1 370.8 374.6  2.7 -1.1 -3.8 11.2 11.9
"2018-11-14 19:58:00" 2.8 -5.6 368.1 372.8 -0.2 8.4 3.7 -4.7 10.7 11.6
"2018-11-14 19:59:00" -0.3 -1.7 370.1 372.9 inf 1.4 -1.4 -2.8 11.1 11.6
"2018-11-14 20:00:00" 1.1 -2.7 370.6 374.6 0.2 3.8 -0.2 -4.0 11.2 12.0
"2018-11-14 20:01:00" 3.1 -3.6 370.3 372.5 0.0 6.7 4.5 -2.2 11.1 11.5
"2018-11-14 20:02:00" 2.3 -1.4 370.6 370.7  3.6 3.6 -0.0 11.2 11.2
"2018-11-14 20:03:00" 3.7 -2.4 365.6 372.9 0.0 6.1 -1.1 -7.2 10.2 11.6
"2018-11-14 20:04:00" 5.7 -2.5 369.4 372.7 inf 8.2 5.0 -3.2 11.0 11.6
"2018-11-14 20:05:00" 2.5 -2.0 368.2 373.1 0.1 4.5 -0.4 -4.9 10.7 11.7
"2018-11-14 20:06:00" 4.1 -4.4 371.0 371.6 -2.4 8.5 7.9 -0.6 11.3 11.4
"2018-11-14 20:07:00" 3.1 -1.3 366.6 370.9 -0.4 4.4 0.1 -4.3 10.4 11.2
"2018-11-14 20:08:00" 2.8 -1.0 366.2 373.4 0.7 3.8 -3.4 -7.2 10.3 11.7
"2018-11-14 20:09:00" 2.8 -0.7 368.3 375.5 inf 3.5 -3.7 -7.1 10.7 12.1
"2018-11-14 20:10:00" 4.0 -3.6 368.7 371.5 1.1 7.6 4.8 -2.9 10.8 11.4
"2018-11-14 20:11:00" 5.3 -0.4 370.3 371.8 -0.1 5.6 4.2 -1.5 11.1 11.4
"2018-11-14 20:12:00" 3.5 -5.0 367.9 372.5 -0.1 8.5 3.9 -4.6 10.7 11.5
"2018-11-14 20:13:00" 3.2 -2.8 368.3 371.5 -inf 6.0 2.7 -3.2 10.7 11.4
"2018-11-14 20:14:00" 2.0 -3.8 366.9 372.9 1.3 5.8 -0.2 -6.0 10.5 11.6
"2018-11-14 20:15:00" 0.9 -3.2 367.6 373.0 0.9 4.1 -1.2 -5.3 10.6 11.6
"2018-11-14 20:16:00" 3.1 -2.8 369.2 372.1 -1.4 5.8 2.9 -2.9 10.9 11.5
"2018-11-14 20:17:00" 2.8 -0.8 369.9 372.9 1.0 3.5 0.6 -3.0 11.1 11.6
"2018-11-14 20:18:00" 3.1 -1.0 368.9 372.3 0.2 4.1 0.7 -3.4 10.8 11.5
"2018-11-14 20:19:00" 2.2 -2.1 368.8 371.2 0.4 4.3 1.8 -2.4 10.8 11.3
"2018-11-14 20:20:00" 1.8 -0.5 370.0 371.9 -inf 2.3 0.5 -1.9 11.1 11.4
"2018-11-14 20:21:00" 1.9 -1.1 368.0 375.2 -0.6 3.0 -4.2 -7.2 10.7 12.1
"2018-11-14 20:22:00" 5.5 -1.7 365.6 374.8 -0.5 7.3 -1.9 -9.2 10.2 12.0
"2018-11-14 20:23:00" 1.5 -0.5 371.6 371.7 0.3 2.1 2.1 -0.0 11.4 11.4
"2018-11-14 20:24:00" 0.7 -1.1 368.3 371.6 -1.5 1.8 -1.5 -3.3 10.7 11.4
"2018-11-14 20:25:00" 2.9 -2.2 367.7 371.9 inf 5.1 0.8 -4.2 10.6 11.4
"2018-11-14 20:26:00" 2.3 -2.6 367.2 372.6 -inf 4.9 -0.5 -5.4 10.5 11.6
"2018-11-14 20:27:00" 3.2 -2.4 370.3 373.1 -inf 5.6 2.8 -2.8 11.1 11.7
"2018-11-14 20:28:00" 3.2 -1.9 367.5 373.4 -inf 5.1 -0.9 -5.9 10.6 11.7
"2018-11-14 20:29:00" 4.1 -1.2 369.1 371.6  5.3 2.8 -2.5 10.9 11.4
"2018-11-14 20:30:00" 4.6 -1.7 370.5 372.6 0.1 6.3 4.3 -2.1 11.2 11.6
"2018-11-14 20:31:00" 3.2 -0.5 368.5 373.5 0.6 3.8 -1.2 -5.0 10.8 11.7
"2018-11-14 20:32:00" 6.1 -0.3 369.6 373.4 -0.0 6.3 2.5 -3.8 11.0 11.7
"2018-11-14 20:33:00" 4.2 -1.3 368.0 372.8 -inf 5.5 0.8 -4.8 10.7 11.6
"2018-11-14 20:34:00" 3.1 -0.6 366.5 372.7 -0.1 3.7 -2.4 -6.2 10.4 11.6
"2018-11-14 20:35:00" 0.6 -1.8 368.5 372.0 -0.3 2.3 -1.2 -3.5 10.8 11.4
"2018-11-14 20:36:00" 1.4 -0.5 366.1 370.6 -inf 1.9 -2.5 -4.5 10.3 11.2
"2018-11-14 20:37:00" 5.0 -1.1 368.0 372.1 -0.9 6.1 2.1 -4.0 10.7 11.5
"2018-11-14 20:38:00" 4.0 -2.5 368.5 371.5 -inf 6.5 3.5 -3.0 10.8 11.4
"2018-11-14 20:39:00" 4.4 -1.5 367.7 373.6 -inf 5.9 -0.0 -5.9 10.6 11.8
"2018-11-14 20:40:00" 5.2 -1.4 368.6 372.2 -0.7 6.6 3.0 -3.6 10.8 11.5
"2018-11-14 20:41:00" 2.7 -1.7 366.9 372.9 -0.6 4.4 -1.6 -6.0 10.5 11.6
"2018-11-14 20:42:00" 4.5 -0.9 369.0 372.0 0.2 5.3 2.2 -3.1 10.9 11.5
"2018-11-14 20:43:00" 4.0 -1.7 368.9 373.8 inf 5.7 0.8 -4.9 10.9 11.8
"2018-11-14 20:44:00" 3.1 -2.7 369.2 372.8 -inf 5.7 2.1 -3.7 10.9 11.6
"2018-11-14 20:45:00" 4.6 -1.3 371.0 372.1 -2.9 5.9 4.8 -1.1 11.3 11.5
"2018-11-14 20:46:00" 3.0 -0.5 368.2 370.6 1.4 3.5 1.1 -2.4 10.7 11.2
"2018-11-14 20:47:00" 3.6 -1.0 366.1 373.9 -0.7 4.6 -3.3 -7.8 10.3 11.8
"2018-11-14 20:48:00" 3.3 -0.7 366.5 372.5 0.8 4.0 -2.0 -6.0 10.4 11.6
"2018-11-14 20:49:00" 2.6 -0.7 368.5 373.4 1.0 3.3 -1.6 -4.9 10.8 11.7
"2018-11-14 20:50:00" 2.9 -1.7 365.5 372.0 0.3 4.5 -2.0 -6.5 10.2 11.5
"2018-11-14 20:51:00" 1.9 -0.4 368.1 372.1 -0.4 2.3 -1.7 -4.0 10.7 11.5
"2018-11-14 20:52:00" 3.7 -1.5 369.0 372.0 -inf 5.2 2.3 -3.0 10.9 11.4
"2018-11-14 20:53:00" 3.3 -0.8 368.5 372.6 -1.2 4.1 -0.1 -4.1 10.8 11.6
"2018-11-14 20:54:00" 5.0 -1.6 367.8 369.6 -1.5 6.6 4.8 -1.8 10.6 11.0
"2018-11-14 20:55:00" 3.7 -2.1 368.0 371.5 -0.4 5.8 2.4 -3.5 10.7 11.4
"2018-11-14 20:56:00" 2.2 -1.7 369.5 371.6 0.3 3.9 1.9 -2.0 11.0 11.4
"2018-11-14 20:57:00" 5.3 -0.0 368.6 372.2 inf 5.3 1.8 -3.6 10.8 11.5
"2018-11-14 20:58:00" 1.7 -3.3 367.4 369.5 0.2 5.0 2.9 -2.1 10.6 11.0
"2018-11-14 20:59:00" 1.9 -3.8 369.5 371.0 -inf 5.7 4.2 -1.5 11.0 11.3
"2018-11-14 21:00:00" 0.6 -1.2 370.1 373.3 0.3 1.7 -1.5 -3.2 11.1 11.7
"2018-11-14 21:01:00" 2.2 -1.8 367.5 371.0 inf 3.9 0.4 -3.5 10.6 11.3
"2018-11-14 21:02:00" 3.5 -3.8 371.1 371.2 0.3 7.3 7.2 -0.1 11.3 11.3
"2018-11-14 21:03:00" 2.7 -0.8 368.4 372.6 0.3 3.5 -0.7 -4.2 10.8 11.6
"2018-11-14 21:04:00" 2.3 -0.5 367.9 371.9 -0.7 2.8 -1.1 -4.0 10.7 11.4
"2018-11-14 21:05:00" 4.7 0.0 368.0 374.6 -0.0 4.7 -1.9 -6.6 10.7 11.9
"2018-11-14 21:06:00" 4.3 -3.7 369.2 369.8 -0.9 8.0 7.5 -0.5 10.9 11.0
