datetime "Pyranometer Upper Irradiance [W/m$^2$]" "Pyranometer Lower Irradiance [W/m$^2$]" "Pyrgeometer Upper Irradiance [W/m$^2$]" "Pyrgeometer Lower Irradiance [W/m$^2$]" "Albedo [-]" "Net Solar radiation [W/m$^2$]" "Net (total) radiation [W/m$^2$]" "Net Far Infrared radiation [W/m$^2$]" "Sky temperature [°C]" "Radiometer Ground temperature [°C]"
"2018-11-14 13:04:00" 236.5 24.9 358.1 400.5 0.1 211.6 169.2 -42.4 8.8 16.8
"2018-11-14 13:05:00" 271.7 31.4 361.8 398.4 0.1 240.3 203.7 -36.6 9.5 16.4
"2018-11-14 13:06:00" 350.1 48.8 363.4 402.0 0.1 301.3 262.7 -38.6 9.8 17.0
"2018-11-14 13:07:00" 286.9 35.0 366.0 400.7 0.1 251.9 217.2 -34.7 10.3 16.8
"2018-11-14 13:08:00" 253.9 29.8 365.2 401.2 0.1 224.1 188.0 -36.0 10.1 16.9
"2018-11-14 13:09:00" 222.7 24.2 365.1 400.4 0.1 198.5 163.1 -35.4 10.1 16.7
"2018-11-14 13:10:00" 216.8 22.3 368.0 401.4 0.1 194.5 161.1 -33.4 10.7 16.9
"2018-11-14 13:11:00" 224.1 22.7 370.7 401.0 0.1 201.4 171.1 -30.3 11.2 16.8
"2018-11-14 13:12:00" 221.3 24.7 370.2 402.7 0.1 196.6 164.2 -32.4 11.1 17.1
"2018-11-14 13:13:00" 279.6 33.3 371.8 402.1 0.1 246.3 216.0 -30.3 11.4 17.0
"2018-11-14 13:14:00" 518.0 77.6 372.3 402.3 0.1 440.5 410.5 -30.0 11.5 17.1
"2018-11-14 13:15:00" 509.8 77.0 372.6 404.2 0.2 432.8 401.1 -31.7 11.6 17.4
"2018-11-14 13:16:00" 464.6 65.5 372.3 404.7 0.1 399.1 366.7 -32.4 11.5 17.5
"2018-11-14 13:17:00" 358.2 49.5 365.7 405.0 0.1 308.7 269.5 -39.2 10.2 17.6
"2018-11-14 13:18:00" 293.0 36.7 366.8 404.8 0.1 256.3 218.3 -38.1 10.4 17.5
"2018-11-14 13:19:00" 208.7 20.2 364.8 405.0 0.1 188.5 148.2 -40.3 10.1 17.6
"2018-11-14 13:20:00" 205.0 21.1 366.7 402.0 0.1 183.9 148.7 -35.2 10.4 17.0
"2018-11-14 13:21:00" 207.4 18.9 365.1 401.3 0.1 188.5 152.4 -36.1 10.1 16.9
"2018-11-14 13:22:00" 205.3 18.3 364.4 402.1 0.1 187.0 149.3 -37.7 10.0 17.0
"2018-11-14 13:23:00" 202.9 17.1 363.6 402.5 0.1 185.8 147.0 -38.9 9.8 17.1
"2018-11-14 13:24:00" 203.6 16.1 367.5 404.0 0.1 187.6 151.1 -36.5 10.6 17.4
"2018-11-14 13:25:00" 209.8 19.3 367.3 403.5 0.1 190.5 154.3 -36.1 10.6 17.3
"2018-11-14 13:26:00" 214.4 19.9 371.9 403.6 0.1 194.6 162.9 -31.7 11.4 17.3
"2018-11-14 13:27:00" 215.3 20.5 370.4 400.1 0.1 194.8 165.2 -29.6 11.1 16.7
"2018-11-14 13:28:00" 217.9 22.1 370.3 402.4 0.1 195.8 163.7 -32.1 11.1 17.1
"2018-11-14 13:29:00" 216.4 22.4 368.5 404.1 0.1 194.0 158.4 -35.6 10.8 17.4
"2018-11-14 13:30:00" 210.2 19.4 367.3 401.8 0.1 190.8 156.4 -34.5 10.6 17.0
"2018-11-14 13:31:00" 214.0 23.5 362.0 402.8 0.1 190.5 149.8 -40.7 9.5 17.2
"2018-11-14 13:32:00" 218.4 22.9 362.3 400.7 0.1 195.5 157.1 -38.4 9.6 16.8
"2018-11-14 13:33:00" 213.9 19.4 361.7 401.6 0.1 194.5 154.5 -39.9 9.5 17.0
"2018-11-14 13:34:00" 206.2 22.5 358.8 402.9 0.1 183.7 139.6 -44.1 8.9 17.2
"2018-11-14 13:35:00" 231.1 26.1 354.1 400.4 0.1 205.0 158.7 -46.4 8.0 16.7
"2018-11-14 13:36:00" 460.2 67.3 355.0 401.4 0.1 393.0 346.6 -46.3 8.1 16.9
"2018-11-14 13:37:00" 442.9 63.6 353.7 402.4 0.1 379.3 330.6 -48.7 7.9 17.1
"2018-11-14 13:38:00" 428.1 61.1 351.4 403.7 0.1 367.0 314.6 -52.4 7.4 17.3
"2018-11-14 13:39:00" 340.5 46.7 349.4 403.3 0.1 293.8 239.9 -53.9 7.0 17.3
"2018-11-14 13:40:00" 362.6 49.3 346.5 401.3 0.1 313.2 258.4 -54.8 6.4 16.9
"2018-11-14 13:41:00" 400.4 55.9 347.9 402.8 0.1 344.5 289.6 -54.9 6.7 17.2
"2018-11-14 13:42:00" 365.3 49.9 345.2 404.3 0.1 315.4 256.3 -59.1 6.2 17.4
"2018-11-14 13:43:00" 372.1 50.1 343.1 404.6 0.1 322.0 260.4 -61.6 5.7 17.5
"2018-11-14 13:44:00" 274.9 34.5 340.8 404.3 0.1 240.4 176.9 -63.5 5.3 17.4
"2018-11-14 13:45:00" 219.0 21.9 341.0 404.6 0.1 197.1 133.5 -63.6 5.3 17.5
"2018-11-14 13:46:00" 215.3 21.9 340.7 403.5 0.1 193.4 130.6 -62.8 5.3 17.3
"2018-11-14 13:47:00" 304.6 36.5 343.2 404.5 0.1 268.0 206.8 -61.3 5.8 17.5
"2018-11-14 13:48:00" 329.0 43.3 346.9 402.6 0.1 285.7 230.0 -55.7 6.5 17.1
"2018-11-14 13:49:00" 323.6 41.3 348.9 405.4 0.1 282.3 225.8 -56.5 6.9 17.6
"2018-11-14 13:50:00" 446.8 62.6 349.0 404.3 0.1 384.1 328.9 -55.2 7.0 17.4
"2018-11-14 13:51:00" 396.7 52.1 349.4 404.0 0.1 344.6 290.0 -54.6 7.0 17.4
"2018-11-14 13:52:00" 398.6 52.2 349.0 406.3 0.1 346.4 289.1 -57.3 6.9 17.8
"2018-11-14 13:53:00" 268.3 30.3 346.5 405.4 0.1 238.0 179.2 -58.8 6.4 17.6
"2018-11-14 13:54:00" 298.0 35.6 347.1 405.4 0.1 262.4 204.2 -58.3 6.6 17.6
"2018-11-14 13:55:00" 266.2 28.5 348.2 404.7 0.1 237.6 181.2 -56.5 6.8 17.5
"2018-11-14 13:56:00" 261.9 30.3 345.2 404.3 0.1 231.6 172.4 -59.1 6.2 17.4
"2018-11-14 13:57:00" 276.4 33.4 352.8 405.6 0.1 243.0 190.2 -52.8 7.7 17.7
"2018-11-14 13:58:00" 238.9 25.8 352.0 405.7 0.1 213.1 159.4 -53.6 7.5 17.7
"2018-11-14 13:59:00" 216.9 23.7 352.1 404.4 0.1 193.1 140.8 -52.3 7.6 17.5
"2018-11-14 14:00:00" 207.7 21.5 351.2 405.4 0.1 186.2 132.0 -54.2 7.4 17.6
"2018-11-14 14:01:00" 193.6 17.5 349.0 406.7 0.1 176.1 118.3 -57.8 6.9 17.9
"2018-11-14 14:02:00" 186.5 17.6 348.4 404.6 0.1 168.9 112.7 -56.2 6.8 17.5
"2018-11-14 14:03:00" 182.9 19.3 346.2 403.8 0.1 163.5 106.0 -57.6 6.4 17.3
"2018-11-14 14:04:00" 187.8 18.9 345.3 403.8 0.1 169.0 110.5 -58.5 6.2 17.3
"2018-11-14 14:05:00" 192.9 20.9 346.8 403.8 0.1 172.1 115.1 -57.0 6.5 17.3
"2018-11-14 14:06:00" 195.6 20.8 349.6 404.0 0.1 174.8 120.4 -54.4 7.1 17.4
"2018-11-14 14:07:00" 193.4 19.7 353.2 403.5 0.1 173.7 123.4 -50.3 7.8 17.3
"2018-11-14 14:08:00" 194.6 20.6 353.1 403.5 0.1 173.9 123.5 -50.5 7.8 17.3
"2018-11-14 14:09:00" 191.0 20.5 353.9 404.2 0.1 170.5 120.2 -50.3 7.9 17.4
"2018-11-14 14:10:00" 206.6 20.0 358.1 401.9 0.1 186.6 142.9 -43.8 8.7 17.0
"2018-11-14 14:11:00" 180.9 17.2 357.5 402.0 0.1 163.7 119.2 -44.5 8.6 17.0
"2018-11-14 14:12:00" 185.1 18.2 354.6 401.8 0.1 167.0 119.8 -47.2 8.1 17.0
"2018-11-14 14:13:00" 185.6 18.3 356.5 403.0 0.1 167.3 120.8 -46.5 8.4 17.2
"2018-11-14 14:14:00" 186.9 20.6 349.5 402.3 0.1 166.3 113.5 -52.8 7.0 17.1
"2018-11-14 14:15:00" 183.7 19.5 347.3 400.3 0.1 164.2 111.2 -53.0 6.6 16.7
"2018-11-14 14:16:00" 193.2 20.0 346.9 401.0 0.1 173.2 119.1 -54.2 6.5 16.8
"2018-11-14 14:17:00" 198.0 22.3 348.8 401.4 0.1 175.6 123.0 -52.6 6.9 16.9
"2018-11-14 14:18:00" 216.1 23.1 346.6 402.4 0.1 193.0 137.2 -55.8 6.5 17.1
"2018-11-14 14:19:00" 331.8 45.5 347.8 400.9 0.1 286.2 233.1 -53.1 6.7 16.8
"2018-11-14 14:20:00" 358.1 48.5 350.1 401.1 0.1 309.6 258.6 -50.9 7.2 16.9
"2018-11-14 14:21:00" 323.8 42.7 349.9 401.1 0.1 281.2 230.0 -51.2 7.1 16.9
"2018-11-14 14:22:00" 327.3 42.2 350.4 405.0 0.1 285.1 230.5 -54.6 7.2 17.6
"2018-11-14 14:23:00" 306.6 36.6 354.5 403.3 0.1 270.0 221.2 -48.8 8.0 17.3
"2018-11-14 14:24:00" 302.4 36.0 357.4 403.8 0.1 266.4 219.9 -46.4 8.6 17.4
"2018-11-14 14:25:00" 265.8 31.7 355.8 404.4 0.1 234.1 185.5 -48.6 8.3 17.5
"2018-11-14 14:26:00" 199.9 21.4 352.5 405.5 0.1 178.6 125.6 -53.0 7.6 17.7
"2018-11-14 14:27:00" 192.2 20.4 353.8 405.7 0.1 171.9 120.0 -51.8 7.9 17.7
"2018-11-14 14:28:00" 183.9 18.5 354.1 403.3 0.1 165.4 116.3 -49.1 8.0 17.3
"2018-11-14 14:29:00" 172.9 19.5 352.5 401.5 0.1 153.4 104.4 -49.0 7.6 16.9
"2018-11-14 14:30:00" 164.6 17.0 354.3 401.0 0.1 147.6 100.9 -46.7 8.0 16.8
"2018-11-14 14:31:00" 157.2 14.0 353.7 401.9 0.1 143.1 94.9 -48.2 7.9 17.0
"2018-11-14 14:32:00" 150.9 11.6 358.0 403.4 0.1 139.3 93.9 -45.4 8.7 17.3
"2018-11-14 14:33:00" 151.5 14.0 358.8 403.4 0.1 137.5 92.9 -44.6 8.9 17.3
"2018-11-14 14:34:00" 148.6 14.8 358.4 401.3 0.1 133.9 91.0 -42.9 8.8 16.9
"2018-11-14 14:35:00" 148.1 15.6 361.1 401.9 0.1 132.5 91.7 -40.9 9.3 17.0
"2018-11-14 14:36:00" 146.2 13.3 362.7 402.0 0.1 132.9 93.6 -39.3 9.6 17.0
"2018-11-14 14:37:00" 142.6 12.1 365.5 402.7 0.1 130.5 93.3 -37.2 10.2 17.1
"2018-11-14 14:38:00" 141.6 12.8 366.4 401.6 0.1 128.8 93.7 -35.1 10.4 16.9
"2018-11-14 14:39:00" 137.9 12.9 365.3 399.3 0.1 125.0 91.0 -34.0 10.2 16.5
"2018-11-14 14:40:00" 134.6 10.1 368.8 401.8 0.1 124.5 91.5 -33.0 10.8 17.0
"2018-11-14 14:41:00" 129.4 9.0 370.5 401.9 0.1 120.4 89.0 -31.4 11.2 17.0
"2018-11-14 14:42:00" 122.0 12.7 369.9 398.3 0.1 109.3 80.9 -28.4 11.0 16.3
"2018-11-14 14:43:00" 117.4 12.2 370.7 403.2 0.1 105.3 72.8 -32.5 11.2 17.2
"2018-11-14 14:44:00" 114.9 7.1 369.7 400.0 0.1 107.9 77.5 -30.4 11.0 16.7
"2018-11-14 14:45:00" 113.3 10.8 368.0 401.0 0.1 102.5 69.5 -32.9 10.7 16.8
"2018-11-14 14:46:00" 111.7 9.7 368.6 399.4 0.1 102.0 71.2 -30.9 10.8 16.6
"2018-11-14 14:47:00" 111.3 7.1 368.9 399.2 0.1 104.2 74.0 -30.2 10.9 16.5
"2018-11-14 14:48:00" 110.2 9.2 368.8 399.6 0.1 101.0 70.2 -30.8 10.8 16.6
"2018-11-14 14:49:00" 107.9 7.7 365.8 398.0 0.1 100.1 68.0 -32.1 10.3 16.3
"2018-11-14 14:50:00" 109.8 9.1 366.2 398.1 0.1 100.7 68.8 -31.9 10.3 16.3
"2018-11-14 14:51:00" 127.5 13.0 366.8 397.5 0.1 114.5 83.7 -30.7 10.4 16.2
"2018-11-14 14:52:00" 113.9 7.7 364.2 397.1 0.1 106.2 73.2 -32.9 9.9 16.1
"2018-11-14 14:53:00" 112.3 9.3 364.2 399.6 0.1 103.0 67.6 -35.4 9.9 16.6
"2018-11-14 14:54:00" 113.3 10.0 363.5 400.3 0.1 103.4 66.6 -36.8 9.8 16.7
"2018-11-14 14:55:00" 110.5 9.8 359.9 397.7 0.1 100.7 63.0 -37.8 9.1 16.2
"2018-11-14 14:56:00" 111.3 8.2 357.7 397.7 0.1 103.1 63.2 -39.9 8.7 16.2
"2018-11-14 14:57:00" 109.9 9.3 357.1 397.1 0.1 100.6 60.5 -40.0 8.6 16.1
"2018-11-14 14:58:00" 111.7 9.4 352.0 399.2 0.1 102.3 55.1 -47.2 7.5 16.5
"2018-11-14 14:59:00" 114.3 12.0 350.5 395.8 0.1 102.3 56.9 -45.3 7.2 15.9
"2018-11-14 15:00:00" 120.7 11.1 349.6 393.8 0.1 109.6 65.5 -44.1 7.1 15.5
"2018-11-14 15:01:00" 121.3 10.8 343.7 393.7 0.1 110.5 60.5 -50.0 5.9 15.5
"2018-11-14 15:02:00" 125.0 10.4 343.6 397.5 0.1 114.6 60.6 -53.9 5.8 16.2
"2018-11-14 15:03:00" 129.6 13.9 341.5 394.9 0.1 115.8 62.4 -53.4 5.4 15.7
"2018-11-14 15:04:00" 130.5 14.3 343.0 395.7 0.1 116.3 63.6 -52.7 5.7 15.9
"2018-11-14 15:05:00" 135.6 11.8 342.2 395.2 0.1 123.8 70.8 -53.0 5.6 15.8
"2018-11-14 15:06:00" 135.6 12.9 343.1 395.4 0.1 122.7 70.4 -52.3 5.7 15.8
"2018-11-14 15:07:00" 132.8 13.9 341.9 395.5 0.1 118.9 65.4 -53.6 5.5 15.8
"2018-11-14 15:08:00" 135.3 15.1 338.8 396.4 0.1 120.1 62.5 -57.7 4.9 16.0
"2018-11-14 15:09:00" 135.0 15.7 339.6 393.5 0.1 119.3 65.4 -53.9 5.0 15.5
"2018-11-14 15:10:00" 133.5 12.3 338.7 396.3 0.1 121.3 63.6 -57.6 4.9 16.0
"2018-11-14 15:11:00" 132.2 14.7 338.0 394.0 0.1 117.5 61.5 -56.1 4.7 15.6
"2018-11-14 15:12:00" 132.3 11.8 333.6 395.3 0.1 120.4 58.7 -61.7 3.8 15.8
"2018-11-14 15:13:00" 128.1 13.4 335.6 393.9 0.1 114.7 56.5 -58.2 4.2 15.5
"2018-11-14 15:14:00" 129.2 13.0 337.6 395.7 0.1 116.2 58.2 -58.1 4.6 15.9
"2018-11-14 15:15:00" 131.8 13.3 335.4 393.1 0.1 118.6 60.8 -57.7 4.2 15.4
"2018-11-14 15:16:00" 130.1 13.9 336.1 393.1 0.1 116.2 59.2 -57.0 4.3 15.4
"2018-11-14 15:17:00" 131.2 14.9 336.9 391.8 0.1 116.3 61.4 -54.8 4.5 15.2
"2018-11-14 15:18:00" 132.8 12.3 342.1 391.8 0.1 120.4 70.7 -49.7 5.6 15.2
"2018-11-14 15:19:00" 130.7 15.5 342.8 393.8 0.1 115.1 64.2 -51.0 5.7 15.5
"2018-11-14 15:20:00" 130.3 15.9 347.4 395.2 0.1 114.4 66.7 -47.7 6.6 15.8
"2018-11-14 15:21:00" 130.2 14.5 347.2 395.1 0.1 115.7 67.9 -47.8 6.6 15.8
"2018-11-14 15:22:00" 126.6 11.3 348.5 391.4 0.1 115.3 72.4 -42.9 6.8 15.1
"2018-11-14 15:23:00" 123.4 14.9 351.3 394.4 0.1 108.6 65.4 -43.1 7.4 15.7
"2018-11-14 15:24:00" 120.6 13.4 350.4 391.5 0.1 107.2 66.0 -41.2 7.2 15.1
"2018-11-14 15:25:00" 119.2 11.7 353.1 393.7 0.1 107.5 66.8 -40.7 7.8 15.5
"2018-11-14 15:26:00" 114.8 12.3 354.6 392.3 0.1 102.5 64.8 -37.7 8.1 15.2
"2018-11-14 15:27:00" 112.4 12.1 352.6 393.8 0.1 100.3 59.1 -41.2 7.7 15.5
"2018-11-14 15:28:00" 109.7 11.3 358.2 392.7 0.1 98.4 63.9 -34.4 8.8 15.3
"2018-11-14 15:29:00" 102.9 11.4 354.0 391.8 0.1 91.4 53.7 -37.7 7.9 15.2
"2018-11-14 15:30:00" 99.7 9.9 355.3 392.7 0.1 89.8 52.4 -37.4 8.2 15.3
"2018-11-14 15:31:00" 93.5 9.4 352.4 393.6 0.1 84.1 42.9 -41.3 7.6 15.5
"2018-11-14 15:32:00" 92.7 8.2 351.5 393.3 0.1 84.6 42.8 -41.7 7.5 15.4
"2018-11-14 15:33:00" 92.0 6.2 353.8 393.2 0.1 85.8 46.4 -39.4 7.9 15.4
"2018-11-14 15:34:00" 89.2 10.1 359.0 391.0 0.1 79.1 47.0 -32.1 8.9 15.0
"2018-11-14 15:35:00" 87.1 9.6 357.5 390.7 0.1 77.4 44.2 -33.2 8.6 15.0
"2018-11-14 15:36:00" 88.9 8.2 358.9 393.6 0.1 80.7 46.0 -34.8 8.9 15.5
"2018-11-14 15:37:00" 84.9 8.4 364.4 393.0 0.1 76.5 47.9 -28.5 10.0 15.4
"2018-11-14 15:38:00" 81.2 6.1 364.0 392.1 0.1 75.1 47.0 -28.1 9.9 15.2
"2018-11-14 15:39:00" 79.4 5.7 363.3 392.6 0.1 73.7 44.3 -29.4 9.8 15.3
"2018-11-14 15:40:00" 79.3 7.6 365.1 393.6 0.1 71.7 43.2 -28.5 10.1 15.5
"2018-11-14 15:41:00" 70.1 7.1 365.1 390.9 0.1 63.0 37.1 -25.8 10.1 15.0
"2018-11-14 15:42:00" 65.5 4.6 370.4 392.9 0.1 60.9 38.4 -22.5 11.1 15.4
"2018-11-14 15:43:00" 59.0 3.7 370.4 392.4 0.1 55.4 33.3 -22.0 11.1 15.3
"2018-11-14 15:44:00" 54.9 4.6 368.1 390.5 0.1 50.3 27.9 -22.4 10.7 14.9
"2018-11-14 15:45:00" 54.4 2.7 368.6 391.2 0.1 51.7 29.1 -22.6 10.8 15.1
"2018-11-14 15:46:00" 52.7 3.5 368.0 391.9 0.1 49.2 25.4 -23.9 10.7 15.2
"2018-11-14 15:47:00" 51.4 2.2 369.3 390.6 0.0 49.2 27.8 -21.3 10.9 14.9
"2018-11-14 15:48:00" 48.9 0.5 368.9 391.5 0.0 48.4 25.8 -22.7 10.8 15.1
"2018-11-14 15:49:00" 47.2 2.7 370.6 389.9 0.1 44.5 25.2 -19.3 11.2 14.8
"2018-11-14 15:50:00" 45.1 3.6 368.5 390.4 0.1 41.4 19.5 -21.9 10.8 14.9
"2018-11-14 15:51:00" 46.4 1.5 370.6 391.1 0.0 44.9 24.4 -20.5 11.2 15.0
"2018-11-14 15:52:00" 43.5 -0.4 366.2 391.6 -0.0 43.9 18.5 -25.4 10.3 15.1
"2018-11-14 15:53:00" 42.8 2.1 371.2 391.2 0.1 40.6 20.7 -20.0 11.3 15.1
"2018-11-14 15:54:00" 41.5 -0.5 368.4 387.6 -0.0 42.0 22.8 -19.2 10.7 14.4
"2018-11-14 15:55:00" 42.9 -0.1 370.1 389.7 -0.0 43.0 23.4 -19.6 11.1 14.8
"2018-11-14 15:56:00" 39.1 0.5 371.2 390.6 0.0 38.6 19.2 -19.4 11.3 14.9
"2018-11-14 15:57:00" 38.0 3.6 369.7 389.7 0.1 34.4 14.4 -20.0 11.0 14.8
"2018-11-14 15:58:00" 36.7 0.8 369.9 390.7 0.0 35.9 15.2 -20.7 11.1 15.0
"2018-11-14 15:59:00" 36.5 0.8 370.5 390.9 0.0 35.7 15.3 -20.4 11.2 15.0
"2018-11-14 16:00:00" 31.7 1.5 367.9 389.8 0.0 30.2 8.2 -21.9 10.7 14.8
"2018-11-14 16:01:00" 32.9 -2.1 369.1 388.7 -0.1 34.9 15.3 -19.6 10.9 14.6
"2018-11-14 16:02:00" 30.6 3.1 370.5 387.0 0.1 27.5 11.0 -16.5 11.2 14.3
"2018-11-14 16:03:00" 31.7 0.5 370.2 388.5 0.0 31.1 12.9 -18.3 11.1 14.5
"2018-11-14 16:04:00" 30.6 0.4 372.4 389.2 0.0 30.2 13.4 -16.8 11.5 14.7
"2018-11-14 16:05:00" 29.4 1.0 368.0 389.6 0.0 28.4 6.8 -21.6 10.7 14.8
"2018-11-14 16:06:00" 29.0 -4.4 369.8 389.2 -0.2 33.4 13.9 -19.5 11.0 14.7
"2018-11-14 16:07:00" 30.1 -1.0 369.8 388.1 -0.0 31.1 12.8 -18.3 11.0 14.5
"2018-11-14 16:08:00" 26.4 -1.4 372.2 388.6 -0.1 27.8 11.4 -16.4 11.5 14.6
"2018-11-14 16:09:00" 28.8 -1.9 366.4 387.1 -0.1 30.7 10.1 -20.7 10.4 14.3
"2018-11-14 16:10:00" 26.6 -1.0 369.4 390.1 -0.0 27.5 6.8 -20.7 11.0 14.9
"2018-11-14 16:11:00" 26.7 0.3 369.8 390.5 0.0 26.4 5.8 -20.7 11.0 14.9
"2018-11-14 16:12:00" 26.9 0.6 371.0 387.0 0.0 26.3 10.2 -16.1 11.2 14.3
"2018-11-14 16:13:00" 26.4 -0.6 367.3 386.5 -0.0 27.0 7.8 -19.2 10.5 14.2
"2018-11-14 16:14:00" 23.4 0.2 367.9 387.6 0.0 23.2 3.4 -19.8 10.7 14.4
"2018-11-14 16:15:00" 24.3 -2.6 369.1 386.0 -0.1 26.9 10.0 -16.9 10.9 14.1
"2018-11-14 16:16:00" 21.8 1.1 366.4 387.6 0.1 20.7 -0.6 -21.2 10.4 14.4
"2018-11-14 16:17:00" 22.6 1.1 366.1 386.9 0.0 21.5 0.7 -20.7 10.3 14.3
"2018-11-14 16:18:00" 23.5 1.3 367.1 389.0 0.1 22.2 0.3 -21.9 10.5 14.7
"2018-11-14 16:19:00" 23.2 -1.5 368.6 387.0 -0.1 24.7 6.4 -18.3 10.8 14.3
"2018-11-14 16:20:00" 20.3 0.5 368.8 386.2 0.0 19.8 2.3 -17.5 10.8 14.1
"2018-11-14 16:21:00" 22.5 0.1 369.1 385.5 0.0 22.4 5.9 -16.5 10.9 14.0
"2018-11-14 16:22:00" 18.6 -1.5 369.9 385.4 -0.1 20.1 4.6 -15.5 11.0 14.0
"2018-11-14 16:23:00" 19.8 0.6 370.4 387.3 -0.0 19.1 2.2 -16.9 11.1 14.3
"2018-11-14 16:24:00" 18.4 -1.8 370.7 385.0 -0.1 20.2 5.9 -14.3 11.2 13.9
"2018-11-14 16:25:00" 18.7 -1.4 369.7 387.2 -0.1 20.1 2.5 -17.6 11.0 14.3
"2018-11-14 16:26:00" 18.6 -1.3 369.5 385.2 -0.0 19.9 4.2 -15.7 11.0 13.9
"2018-11-14 16:27:00" 16.8 -1.8 370.7 384.8 -0.1 18.6 4.5 -14.1 11.2 13.9
"2018-11-14 16:28:00" 16.2 0.4 369.4 384.4 0.0 15.8 0.9 -15.0 10.9 13.8
"2018-11-14 16:29:00" 16.8 0.6 369.2 385.5 0.0 16.1 -0.2 -16.3 10.9 14.0
"2018-11-14 16:30:00" 13.8 -1.2 368.8 384.9 -0.0 14.9 -1.2 -16.1 10.8 13.9
"2018-11-14 16:31:00" 15.4 0.2 371.5 386.9 0.0 15.2 -0.1 -15.4 11.4 14.3
"2018-11-14 16:32:00" 13.6 0.2 370.9 386.2 0.0 13.4 -1.8 -15.2 11.2 14.1
"2018-11-14 16:33:00" 12.4 0.5 369.3 384.8 0.1 11.9 -3.6 -15.5 10.9 13.9
"2018-11-14 16:34:00" 11.3 -1.1 369.3 384.9 -0.1 12.4 -3.2 -15.6 10.9 13.9
"2018-11-14 16:35:00" 8.9 -2.4 368.6 385.3 -0.2 11.2 -5.4 -16.7 10.8 14.0
"2018-11-14 16:36:00" 12.7 -2.6 367.6 384.3 -0.3 15.4 -1.3 -16.7 10.6 13.8
"2018-11-14 16:37:00" 10.3 -1.6 366.3 384.8 -0.1 12.0 -6.6 -18.5 10.4 13.9
"2018-11-14 16:38:00" 9.9 -1.5 366.2 385.4 -0.1 11.4 -7.8 -19.2 10.3 14.0
"2018-11-14 16:39:00" 11.4 -3.6 369.1 382.7 -0.4 15.0 1.5 -13.5 10.9 13.5
"2018-11-14 16:40:00" 8.6 -0.5 366.8 383.9 -0.1 9.1 -8.0 -17.1 10.4 13.7
"2018-11-14 16:41:00" 8.9 -1.9 367.9 383.3 -0.2 10.7 -4.6 -15.3 10.7 13.6
"2018-11-14 16:42:00" 8.8 0.1 367.9 384.2 0.1 8.6 -7.7 -16.3 10.7 13.8
"2018-11-14 16:43:00" 7.2 -1.5 369.0 383.2 -0.2 8.8 -5.4 -14.2 10.9 13.6
"2018-11-14 16:44:00" 7.4 -0.3 366.4 383.9 0.1 7.6 -9.9 -17.5 10.4 13.7
"2018-11-14 16:45:00" 8.3 -3.2 366.1 384.3 -inf 11.5 -6.8 -18.3 10.3 13.8
"2018-11-14 16:46:00" 11.5 -4.3 366.6 383.6 -0.4 15.8 -1.3 -17.0 10.4 13.6
"2018-11-14 16:47:00" 6.3 -0.9 369.5 382.2 -0.9 7.2 -5.4 -12.7 11.0 13.4
"2018-11-14 16:48:00" 7.7 0.6 364.7 383.4 0.1 7.1 -11.6 -18.7 10.0 13.6
"2018-11-14 16:49:00" 9.4 -0.4 363.1 383.3 -0.1 9.8 -10.5 -20.2 9.7 13.6
"2018-11-14 16:50:00" 6.8 -0.3 369.5 384.6 -inf 7.1 -8.0 -15.1 11.0 13.8
"2018-11-14 16:51:00" 4.7 -0.5 365.2 381.6 inf 5.2 -11.2 -16.4 10.1 13.3
"2018-11-14 16:52:00" 5.4 -0.5 365.5 384.1 0.1 5.9 -12.7 -18.6 10.2 13.7
"2018-11-14 16:53:00" 7.2 -1.0 363.4 382.3 -0.4 8.2 -10.8 -19.0 9.8 13.4
"2018-11-14 16:54:00" 4.4 -1.7 367.2 380.6 -0.9 6.1 -7.4 -13.4 10.5 13.1
"2018-11-14 16:55:00" 4.6 -3.1 367.2 381.8 -0.1 7.7 -6.8 -14.5 10.5 13.3
"2018-11-14 16:56:00" 4.5 0.8 364.2 382.4 inf 3.7 -14.4 -18.2 10.0 13.4
"2018-11-14 16:57:00" 6.3 -2.2 362.9 382.0 -1.3 8.5 -10.6 -19.1 9.7 13.3
"2018-11-14 16:58:00" 3.3 1.0 364.0 382.8  2.3 -16.5 -18.9 9.9 13.5
"2018-11-14 16:59:00" 5.0 -1.3 362.7 381.6 1.3 6.3 -12.6 -18.9 9.7 13.3
"2018-11-14 17:00:00" 1.5 -0.1 363.3 381.3 0.2 1.6 -16.5 -18.0 9.8 13.2
"2018-11-14 17:01:00" 4.5 -4.4 362.0 381.2 -1.4 8.9 -10.3 -19.1 9.5 13.2
"2018-11-14 17:02:00" 2.6 -1.4 366.9 381.3 inf 3.9 -10.5 -14.5 10.5 13.2
"2018-11-14 17:03:00" 2.4 -0.5 363.8 380.8 inf 2.9 -14.0 -17.0 9.9 13.1
"2018-11-14 17:04:00" 3.8 -2.4 364.0 381.8 -2.0 6.1 -11.6 -17.8 9.9 13.3
"2018-11-14 17:05:00" 1.3 -1.1 362.1 380.6 0.4 2.5 -16.0 -18.5 9.5 13.1
"2018-11-14 17:06:00" 2.5 -1.5 363.7 379.2 -inf 4.0 -11.5 -15.5 9.8 12.8
"2018-11-14 17:07:00" 3.3 0.7 367.5 382.3  2.6 -12.2 -14.8 10.6 13.4
