11,Pyranometer Upper Irradiance [W/m$^2$],Pyranometer Lower Irradiance [W/m$^2$],Pyrgeometer Upper Irradiance [W/m$^2$],Pyrgeometer Lower Irradiance [W/m$^2$],Albedo [-],Net Solar radiation [W/m$^2$],Net (total) radiation [W/m$^2$],Net Far Infrared radiation [W/m$^2$],Sky temperature [°C],Radiometer Ground temperature [°C]
2018-11-14 00:28:00,4.693279416666667,-3.4176977500000003,369.70665274999993,365.88106666666664,-inf,8.110977166666666,11.936563499999998,3.82558625,11.00836425,10.271650083333332
2018-11-14 00:29:00,1.9242446666666668,-1.458217583333333,368.29224849999997,364.9782035,1.0358610833333333,3.382462166666666,6.696507416666667,3.314045166666666,10.737739916666667,10.096991333333333
2018-11-14 00:30:00,3.473026833333334,-1.8683415000000003,365.1338301666667,364.27958625,-inf,5.3413682499999995,6.195612250000001,0.8542437499999999,10.123196499999999,9.9615965
2018-11-14 00:31:00,1.3823840909090912,1.3919350000000001,370.5327893636364,365.2323249090909,1.7159719999999998,-0.009550909090909004,5.290913272727273,5.300464454545455,11.166522909090911,10.147517363636362
2018-11-14 00:32:00,1.5487822499999997,-4.602499666666667,370.75594658333335,367.86045200000007,-1.2618204166666667,6.15128175,9.046776166666668,2.8954945,11.212221833333333,10.65425425
2018-11-14 00:33:00,3.70769075,-2.5518809166666663,368.0094680833333,364.5226085833333,-0.6203278333333333,6.259571749999999,9.746431249999999,3.486859583333333,10.683279666666666,10.009500000000001
2018-11-14 00:34:00,2.5343708333333335,-2.5974504166666668,367.58820016666664,366.0466746666668,-0.04748791666666671,5.1318210833333335,6.673346666666666,1.5415254166666665,10.600816666666669,10.305268833333335
2018-11-14 00:35:00,3.7076907500000007,-0.8658168333333335,367.6651596666666,364.6464031666667,-0.7051549166666667,4.573507666666666,7.592263916666666,3.0187564166666667,10.614915416666667,10.0350895
2018-11-14 00:36:00,3.144497166666667,-2.4151729166666667,366.84482533333335,363.78555675,1.0240708333333335,5.559670416666667,8.618938916666666,3.0592685833333335,10.45953875,9.865805083333335
2018-11-14 00:37:00,3.6138253333333332,-1.9594799999999999,367.62416458333337,365.98739825,inf,5.573305166666667,7.210071666666667,1.6367665833333336,10.6088035,10.294918166666667
2018-11-14 00:38:00,2.5813036666666664,-0.09113866666666648,370.47233516666665,367.04564366666665,-1.0060714166666667,2.67244225,6.09913375,3.426691416666667,11.156497916666666,10.498386916666666
2018-11-14 00:39:00,4.8340778333333345,-1.4126484166666666,370.6163389166666,364.53565058333334,-0.2156610833333333,6.246726250000001,12.327414750000003,6.080688416666667,11.184253833333335,10.01089
2018-11-14 00:40:00,3.097564333333334,-1.2759405833333333,368.6707860000001,365.7701150833332,inf,4.373504833333333,7.274176,2.9006709166666664,10.801707916666667,10.25131375
2018-11-14 00:41:00,4.646346666666667,0.9113860000000001,368.05927141666666,366.6260035,0.7977439166666667,3.7349605833333333,5.168228583333333,1.4332678333333329,10.69110725,10.4182695
2018-11-14 00:42:00,5.444204083333332,-0.8658166666666666,369.3761623333333,366.2867345833333,-0.18655375000000005,6.310020833333333,9.3994485,3.0894277500000005,10.943254083333334,10.350832916666668
2018-11-14 00:43:00,5.06874175,-0.9569555833333335,368.4977394166667,364.7833365833333,-inf,6.025697083333334,9.740099749999999,3.714402833333333,10.777335666666668,10.060470000000002
2018-11-14 00:44:00,3.4260939166666673,-1.41264825,367.26847158333334,366.7100413333333,-0.3735453333333334,4.8387424166666655,5.3971725,0.5584300833333334,10.541118000000003,10.431870416666666
2018-11-14 00:45:00,5.397271333333333,0.3645544166666667,368.3806316666666,363.77027225,-0.392611,5.032716833333334,9.643076333333335,4.6103595,10.75248525,9.862684583333333
2018-11-14 00:46:00,2.9098331666666666,-0.9113860833333334,370.3689204166667,365.1728975833333,0.5466768333333335,3.8212192500000004,9.017242083333334,5.19602275,11.1356725,10.136334500000002
2018-11-14 00:47:00,6.148195916666668,-0.18227708333333337,368.28915750000004,362.1934645833333,0.3943813333333333,6.330473166666668,12.426166083333333,6.095693083333333,10.738251916666668,9.555332666666667
2018-11-14 00:48:00,2.956765916666667,-1.3670791666666668,367.2243056666667,366.94522175000003,inf,4.323845,4.6029288333333325,0.27908383333333303,10.531252916666668,10.4793165
2018-11-14 00:49:00,4.4586154166666665,-1.1392324999999994,367.74664133333334,366.22450925000004,0.4863459166666666,5.597847999999999,7.119979999999999,1.5221320833333334,10.633810166666667,10.338780583333332
2018-11-14 00:50:00,5.819666499999999,-3.1898510833333336,370.2273401666667,364.12234441666664,-0.4753805,9.0095175,15.114513500000001,6.1049956666666665,11.108924416666667,9.931978833333332
2018-11-14 00:51:00,4.787144916666667,-2.2328959166666666,369.51981875,365.4536728333333,-0.5103402499999999,7.020040916666666,11.086186916666668,4.066146083333334,10.974358583333334,10.190840166666668
2018-11-14 00:52:00,3.660758083333333,-1.5493563333333331,368.2472170833334,363.678833,0.5303505833333334,5.210114333333332,9.7784985,4.568384583333333,10.726760833333332,9.844260750000002
2018-11-14 00:53:00,3.3791611666666665,-3.5088363333333334,368.59041275000004,368.23893233333337,-0.37911200000000006,6.887997583333335,7.239477916666665,0.3514807500000001,10.796371250000002,10.729181500000001
2018-11-14 00:54:00,2.8629005833333334,-1.9594800833333332,368.6734349166666,362.80382258333333,-0.3379439166666665,4.822380416666666,10.691993000000002,5.869612583333333,10.809822333333335,9.675957333333335
2018-11-14 00:55:00,5.39727125,-0.6835394999999999,366.50883991666666,363.91129725,1.30039425,6.080810833333334,8.678353416666665,2.5975425,10.393293583333334,9.890661166666666
2018-11-14 00:56:00,4.317817,-8.333333341899636e-08,366.84723783333334,365.1780615,-0.8415862499999999,4.317817,5.98699325,1.6691762500000003,10.458110833333333,10.137107499999999
2018-11-14 00:57:00,4.5055482499999995,-1.3215097500000006,368.8451161666667,364.38817783333326,0.3636115833333334,5.827058083333335,10.283996499999999,4.456938333333334,10.8422555,9.982676416666665
2018-11-14 00:58:00,5.021808916666666,-2.3696039166666663,369.17330641666666,365.9498510000001,0.23939550000000007,7.39141275,10.614868083333334,3.2234555,10.904858249999998,10.286935
2018-11-14 00:59:00,2.815967583333333,-1.2303710833333337,366.43682283333334,364.07173766666665,-0.05372800000000003,4.046338666666666,6.411424,2.365085,10.378220416666666,9.92274525
2018-11-14 01:00:00,3.613825166666666,-4.1468065833333325,365.61571566666663,366.17414591666665,-0.08210208333333341,7.760631833333332,7.202201416666667,-0.5584302499999999,10.218650499999999,10.329792833333334
2018-11-14 01:01:00,4.505548166666666,-2.5063115000000002,366.9215710833333,366.15645358333336,-0.48092475,7.011859833333332,7.776976999999999,0.76511725,10.470075583333333,10.327646666666668
2018-11-14 01:02:00,2.6282364166666667,-1.18480175,368.7811721666667,364.75846408333337,-0.18979949999999998,3.8130384166666667,7.835746416666667,4.022707916666667,10.827627000000001,10.055753000000001
2018-11-14 01:03:00,3.0506315833333333,-1.5493564166666667,370.0716133333333,364.7140669166667,-inf,4.599987833333333,9.957534166666667,5.357546250000001,11.079904916666665,10.045928083333333
2018-11-14 01:04:00,4.083153083333333,-0.8202474166666662,367.0242994166667,365.19532508333333,-inf,4.9034005,6.732374666666665,1.828974333333333,10.4949335,10.139834416666668
2018-11-14 01:05:00,2.5343709166666666,-1.777202916666666,365.74580983333334,365.4470700833333,0.6562056666666667,4.31157375,4.610313333333333,0.2987395833333332,10.242521166666666,10.1888065
2018-11-14 01:06:00,3.4260939166666673,-1.6404949166666667,368.3792389166667,367.10258066666665,0.05525908333333335,5.06658875,6.343247083333334,1.2766584166666666,10.754858500000003,10.510129749999999
2018-11-14 01:07:00,3.097564333333333,-1.5493563333333336,365.7307804166667,365.3512789166667,-inf,4.6469207500000005,5.026422083333333,0.37950133333333375,10.239195999999998,10.171344416666665
2018-11-14 01:08:00,3.5199595833333333,-3.372128416666666,367.3985507500001,364.8076476666666,inf,6.892088083333334,9.482991,2.5909031666666666,10.562795583333335,10.064813
2018-11-14 01:09:00,2.956766,-3.372128416666667,366.23057983333337,365.13922716666667,-inf,6.3288944166666665,7.420247000000001,1.0913526666666664,10.339284166666667,10.127112
2018-11-14 01:10:00,2.0650429166666666,-1.5949255833333333,366.128437,365.6053425,0.16250133333333325,3.6599685833333333,4.183063166666666,0.5230945,10.31971675,10.221089833333334
2018-11-14 01:11:00,4.270884166666667,-0.31898508333333336,365.34178775000004,365.98097975,-inf,4.589869416666667,3.9506774166666667,-0.6391920000000001,10.165407166666666,10.292359833333334
2018-11-14 01:12:00,3.4730268333333334,0.5012624166666669,369.7181579166666,366.1574388333333,0.9322504166666666,2.9717644166666672,6.532483583333335,3.5607191666666664,11.014037666666667,10.327408666666665
2018-11-14 01:13:00,4.646346583333333,-3.18985125,366.71125175000003,364.14930741666666,inf,7.836197749999999,10.398142083333333,2.56194425,10.429021166666667,9.936102416666667
2018-11-14 01:14:00,5.444204,-1.6404949166666667,369.11202066666664,365.82400841666663,-0.3296485,7.0846990000000005,10.372711333333333,3.2880124166666675,10.896316833333332,10.263785083333334
2018-11-14 01:15:00,2.0181101666666668,-3.700743415417188e-17,368.5825621666667,365.049076,-inf,2.01811,5.5515962499999985,3.533485833333333,10.794807749999999,10.112010583333333
2018-11-14 01:16:00,3.9892874999999997,-0.6835394999999999,368.0507625,364.69474216666663,0.24343933333333334,4.672827083333332,8.028847416666666,3.356020333333334,10.689897666666667,10.044487666666667
2018-11-14 01:17:00,4.74021225,0.3645543333333334,367.9488415,365.45490524999997,0.5777724166666667,4.375657666666666,6.869594166666666,2.4939364166666667,10.672632916666666,10.190060583333333
2018-11-14 01:18:00,3.8015563333333326,-1.3670790833333333,367.1948356666666,364.0695471666666,-inf,5.168635416666667,8.293923916666667,3.125288583333333,10.525286166666666,9.920089749999999
2018-11-14 01:19:00,3.89542175,1.0936634166666668,366.84206724999996,365.68960866666663,inf,2.8017585833333336,3.954217083333333,1.1524585833333336,10.458117499999998,10.237258916666667
2018-11-14 01:20:00,3.8954218333333324,-3.144281916666667,367.71880666666675,365.5719619166667,-0.6837734166666666,7.039703666666667,9.186548416666666,2.1468446666666665,10.623112333333333,10.213905000000002
2018-11-14 01:21:00,4.834077833333334,-1.048094,367.1960549166667,364.04499616666664,0.7438195833333333,5.88217175,9.033230416666667,3.1510586666666662,10.523829583333333,9.917279083333336
2018-11-14 01:22:00,3.0036988333333334,-2.643019499999999,367.87070583333326,366.62792016666657,0.2972302500000001,5.6467184999999995,6.889504250000001,1.2427855000000003,10.6542125,10.418397333333335
2018-11-14 01:23:00,4.1770185,-2.2328958333333335,366.43346683333334,367.4425948333333,1.1099944166666667,6.409914416666666,5.400786416666667,-1.0091279999999998,10.376748249999999,10.575700916666667
2018-11-14 01:24:00,4.8810104999999995,-3.69111375,368.9428855833334,364.49896358333336,-0.27746183333333335,8.572124083333334,13.016045999999998,4.443921916666667,10.86504783333333,10.002133083333334
2018-11-14 01:25:00,0.9386558333333336,0.8202474166666667,367.15832441666663,364.5335487500001,1.713856,0.11840841666666657,2.743184166666667,2.6247755000000015,10.5197715,10.011648249999999
2018-11-14 01:26:00,4.130085916666666,-3.5544057499999995,367.49811683333337,367.04156716666665,-inf,7.684491583333333,8.141041083333333,0.45654958333333323,10.581773166666666,10.498536249999999
2018-11-14 01:27:00,2.299706833333333,-2.415173,366.88529075,362.54910133333334,0.9773843333333333,4.714879750000001,9.051069583333334,4.336189666666666,10.463618750000002,9.622853416666667
2018-11-14 01:28:00,2.7221019999999996,-0.13670783333333314,369.17866166666664,363.15907924999993,-0.29670466666666667,2.8588100833333336,8.878392416666665,6.019582666666666,10.90569625,9.744285000000001
2018-11-14 01:29:00,4.0362203333333335,-2.5974504166666668,367.80135966666666,364.1095384999999,-1.5054172727272728,6.633670499999998,10.325491583333333,3.6918210833333336,10.64058825,9.929608916666666
2018-11-14 01:30:00,3.7076907500000007,-1.68606425,367.49297133333334,366.14684216666666,,5.3937549166666665,6.739884166666666,1.346129333333333,10.583105416666667,10.32414875
2018-11-14 01:31:00,3.519959583333334,-1.77720275,365.62393575000004,365.1622095833333,-0.5965840833333335,5.2971622499999995,5.7588885,0.4617262499999999,10.222593666666667,10.134060666666667
2018-11-14 01:32:00,4.505548083333333,-1.6666666661594812e-07,369.32350708333337,366.41499608333334,-0.2981158333333333,4.5055482499999995,7.414059166666665,2.908510916666666,10.937553166666667,10.376692999999998
2018-11-14 01:33:00,5.162607333333334,-2.597450166666666,368.62827608333333,363.04292391666667,0.0459787500000001,7.7600574999999985,13.34540975,5.58535225,10.802491250000001,9.722847999999999
2018-11-14 01:34:00,5.491136916666666,-2.141757166666667,366.55759775,362.8849073333333,0.4804563333333333,7.632894083333333,11.305584333333334,3.672690333333333,10.403864666666667,9.686794833333332
2018-11-14 01:35:00,4.927943583333334,-0.5924009166666666,367.29272725000004,366.83126375,0.6613265000000002,5.52034425,5.981807749999999,0.46146366666666666,10.545421833333334,10.457106416666667
2018-11-14 01:36:00,3.8015565000000002,-1.5949255000000002,367.85851983333333,364.1892805,0.0005119166666665379,5.396481833333333,9.065721333333334,3.6692392500000004,10.649772833333333,9.943119083333334
2018-11-14 01:37:00,4.6463465,0.1367080000000002,368.8552253333334,365.72382250000004,-0.5806153333333334,4.509638666666667,7.641041416666667,3.131402833333333,10.845183833333335,10.241700416666665
2018-11-14 01:38:00,3.70769075,-1.3670790833333333,367.82272316666666,366.27163249999995,-1.0498857499999998,5.074769833333333,6.625860583333334,1.5510908333333335,10.647513666666665,10.348054083333333
2018-11-14 01:39:00,5.725800916666667,-2.597450166666667,369.1265474166667,365.28156816666666,-0.4554283333333333,8.323251083333332,12.168230666666666,3.844979666666667,10.896521083333335,10.158225333333332
2018-11-14 01:40:00,3.8015564166666667,-0.9569553333333335,368.88201899999996,363.04481616666664,-0.37280399999999997,4.758511750000001,10.595714500000001,5.837202916666667,10.848993833333333,9.724277166666665
2018-11-14 01:41:00,3.5199596666666664,-1.68606425,370.61071749999996,364.88522316666666,-1.3898298333333337,5.206023749999999,10.931517999999999,5.725494333333334,11.180589166666666,10.079591333333333
2018-11-14 01:42:00,1.6895805833333333,-2.7797274999999995,365.9212610833333,365.21578666666665,-0.12084983333333336,4.469307916666666,5.174782416666667,0.7054743333333332,10.273893750000001,10.143907166666667
2018-11-14 01:43:00,3.754623666666667,-2.0050492500000003,367.92384541666667,365.44611391666666,-0.9367073333333332,5.759672833333334,8.237404416666667,2.4777313333333333,10.656978083333335,10.188044166666666
2018-11-14 01:44:00,2.7221019166666665,-0.3645544166666666,367.08114458333336,363.9671470833334,1.0301465833333334,3.086656416666667,6.200654,3.1139977500000007,10.505087166666668,9.902394333333332
2018-11-14 01:45:00,0.9855887499999999,-1.9139108333333337,371.1052960833333,366.03054741666665,-1.0387108333333332,2.89949925,7.974248166666666,5.074748916666667,11.277748833333334,10.303130583333333
2018-11-14 01:46:00,4.8340776666666665,-1.3670789999999997,367.728006,363.4905085,-0.24676124999999996,6.201156833333333,10.438654416666667,4.237497500000001,10.627881583333334,9.809352083333332
2018-11-14 01:47:00,3.097564333333333,-1.2303711666666668,368.2789175833334,363.1115906666667,inf,4.327935666666666,9.495262416666666,5.167326666666667,10.734404916666668,9.735859833333334
2018-11-14 01:48:00,4.1770185,-3.2354205,368.6437246666667,365.96594550000003,0.3645270833333334,7.412439166666666,10.090218416666666,2.6777790833333337,10.804695,10.289038416666665
2018-11-14 01:49:00,6.007397666666666,-3.0987125,368.7923919166667,364.5163701666667,-0.8760526666666667,9.106110333333335,13.382131833333332,4.276021500000001,10.836447083333333,10.0093045
2018-11-14 01:50:00,5.960464833333333,-1.6404949166666665,367.87059666666664,363.51527641666667,-0.7664313333333334,7.6009596666666654,11.95628,4.3553204999999995,10.655505083333333,9.81323675
2018-11-14 01:51:00,3.3791611666666665,-2.5518809166666667,370.9703083333333,366.3266013333334,-0.5642685833333335,5.931042166666667,10.574748916666666,4.643706916666667,11.254010833333334,10.360167916666667
2018-11-14 01:52:00,4.4586154166666665,-0.7746780000000001,369.6807883333333,363.9535685833334,0.5438345833333332,5.233293499999999,10.960513416666666,5.72721975,11.00270225,9.899895833333334
2018-11-14 01:53:00,3.8015562499999995,-0.5012624166666666,370.61038991666663,364.70251591666664,-inf,4.30281875,10.210692583333334,5.9078739166666665,11.183747166666668,10.04532625
2018-11-14 01:54:00,2.2527741666666667,-2.8708661666666675,366.14369241666674,365.1912814166667,-0.5398008333333334,5.12364025,6.076051166666667,0.9524110833333334,10.323520416666668,10.141084083333332
2018-11-14 01:55:00,3.8015563333333335,-2.0050493333333335,369.9728555833333,365.11263375,,5.80660575,10.666827500000002,4.860221916666667,11.056146916666668,10.124727583333334
2018-11-14 01:56:00,2.9098333333333333,-1.4126483333333333,369.6038535833333,366.4096195,-0.6249515,4.3224816666666666,7.516715666666666,3.1942343333333336,10.986496833333334,10.375964083333335
2018-11-14 01:57:00,2.205841416666667,-3.9645294166666667,368.21169374999994,365.07537683333334,,6.17037075,9.306687583333334,3.1363168333333333,10.717454083333335,10.1178775
2018-11-14 01:58:00,4.458615333333333,-1.9594800000000003,365.1068085,365.98656024999997,-0.3147041666666666,6.418095416666667,5.53834375,-0.8797516666666666,10.12339625,10.292225
2018-11-14 01:59:00,2.769034916666667,-2.2784649999999997,367.68411925000004,366.53019775000007,-1.4498778333333335,5.047500083333333,6.2014214999999995,1.1539214166666663,10.622620583333331,10.398925666666667
2018-11-14 02:00:00,2.5813036666666664,-1.5949255000000002,368.4142690833334,365.70580575,-0.4734945833333333,4.17622925,6.884692666666666,2.708463416666667,10.761194333333334,10.240621249999998
2018-11-14 02:01:00,0.28159675000000006,-1.0480939166666667,367.86700358333337,364.44323808333337,-0.6949568333333334,1.3296907500000004,4.753456416666666,3.4237654999999996,10.654249916666664,9.994985916666668
2018-11-14 02:02:00,4.270884166666667,-0.6379702500000003,367.90480841666664,363.03130749999997,inf,4.9088544999999995,9.782355416666666,4.873500916666667,10.663551916666668,9.721225666666667
2018-11-14 02:03:00,3.191429833333333,-2.551881083333333,365.8516395,364.49395675,-0.2739816666666667,5.743310916666668,7.1009935833333335,1.357682666666667,10.266061166666667,10.003962916666667
2018-11-14 02:04:00,4.927943416666667,-2.0506189166666666,368.82648408333336,365.9631368333333,-inf,6.978561999999999,9.841909416666665,2.863347166666666,10.841252166666665,10.289506083333334
2018-11-14 02:05:00,3.144497166666667,-0.7291087500000001,369.08380224999996,365.6247010833333,-inf,3.8736061666666672,7.332707500000001,3.45910125,10.888472,10.222426416666668
2018-11-14 02:06:00,4.927943333333333,-4.146806499999999,367.3648298333333,365.0338800833333,-0.9656463333333334,9.074749916666667,11.405700000000001,2.330949916666667,10.558914,10.10987825
2018-11-14 02:07:00,4.646346500000001,0.50126225,369.0584389166667,364.56443966666666,0.07368808333333332,4.145084250000001,8.639083666666666,4.493999416666666,10.885027833333332,10.015484666666667
2018-11-14 02:08:00,5.772733666666666,-3.5544056666666664,369.57520516666665,364.2709249166667,-0.9578134166666668,9.32713925,14.631419666666666,5.3042801666666675,10.9863865,9.960421833333333
2018-11-14 02:09:00,2.299706833333333,-2.0961879999999997,365.5641290833334,364.19343000000003,-inf,4.395894833333333,5.7665939166666655,1.370699166666667,10.211321750000002,9.94468575
2018-11-14 02:10:00,5.444204083333332,-0.4101236666666666,368.5984691666667,366.8473307500001,0.27949233333333345,5.854327750000002,7.605466166666667,1.7511383333333326,10.795992416666664,10.46092925
2018-11-14 02:11:00,3.4260940000000004,-1.1392325,367.6112225833333,365.50635308333335,,4.565326583333333,6.670196083333334,2.1048695,10.607391583333333,10.201062583333334
2018-11-14 02:12:00,3.3791611666666665,-2.0050494166666666,368.1756426666666,365.44287225,-0.7582316666666666,5.384210583333334,8.116981083333334,2.73277075,10.714430333333334,10.187255666666667
2018-11-14 02:13:00,2.6751692499999997,-0.9569553333333333,367.14207908333333,363.3226071666666,-0.4294685833333333,3.6321247500000005,7.451596416666668,3.819471833333333,10.516194500000001,9.775555249999998
2018-11-14 02:14:00,2.4405051666666666,0.36455433333333326,369.194642,363.74012908333333,-0.35007716666666666,2.0759507499999996,7.530463833333332,5.454512916666666,10.912691583333332,9.856007666666668
2018-11-14 02:15:00,3.4730267499999994,-2.643019583333333,371.2458699166666,364.0772798333334,-0.6622931666666667,6.116046416666666,13.284636416666666,7.168590083333332,11.302352416666666,9.923499166666668
2018-11-14 02:16:00,3.0506315833333333,-1.6860641666666663,367.42459525,364.3655891666667,0.6424823333333333,4.73669575,7.795702083333333,3.0590061666666664,10.569806000000002,9.979756416666666
2018-11-14 02:17:00,6.335927083333334,-1.2303711666666668,369.3990988333333,365.8302773333333,-0.127063,7.566298416666666,11.135119999999999,3.5688216666666666,10.950520666666664,10.263545166666665
2018-11-14 02:18:00,4.740212166666667,-3.41769775,368.57701449999996,364.39132008333337,-0.35669924999999997,8.157910000000001,12.34360425,4.185694416666667,10.790233083333334,9.983438666666666
2018-11-14 02:19:00,2.9567660833333327,-0.4556930833333331,369.5965785,365.76142675000006,,3.4124591666666664,7.247610749999999,3.835151666666667,10.986217833333335,10.246559333333332
2018-11-14 02:20:00,1.7834462500000001,-3.5088362500000003,367.6242595833333,364.59593775,-0.6885488333333333,5.2922825,8.320604416666667,3.02832175,10.608759249999999,10.02514225
2018-11-14 02:21:00,4.317817166666667,-2.369603833333333,368.3764835833333,366.27825325000003,-0.5893415,6.687420833333333,8.785651083333333,2.098229916666667,10.755258416666665,10.350146916666667
2018-11-14 02:22:00,6.335927083333334,0.5924008333333332,369.4143765833333,364.28928749999994,-0.03817533333333331,5.743526083333333,10.86861525,5.125089,10.955655583333332,9.964990083333333
2018-11-14 02:23:00,7.180717416666667,-3.144281916666667,369.16010675,364.6985171666667,-0.6662940833333332,10.324999333333334,14.786589166666666,4.461589666666668,10.906259749999998,10.043983
2018-11-14 02:24:00,5.209540166666667,-1.9594800833333332,366.3696595833333,365.9177614166667,-0.07485716666666666,7.169020166666666,7.620918416666666,0.4518982499999999,10.367052166666666,10.279155249999999
2018-11-14 02:25:00,4.083153083333333,-0.7291088333333332,369.2021189166667,365.4734994166667,0.6847736666666666,4.812261833333334,8.540881583333332,3.728619666666667,10.912654999999999,10.193238416666667
2018-11-14 02:26:00,0.28159675000000006,-2.9620045833333335,369.57229775,364.82989875,-inf,3.2436014166666673,7.9860005833333325,4.742399166666666,10.984499499999998,10.069200750000002
